Sale_ID,Sale_Date,Branch_Name,Car_Brand,Car_Model,Vehicle_Year,Engine_CC,Fuel_Type,Transmission,Mileage_KM,Body_Type,Color,Customer_Gender,Customer_Age,Payment_Method,Insurance_Provider,Base_Price_LKR,Discount_Rate,Final_Sale_Price_LKR,Salesperson_ID,Year,Month
4285,2022-02-25,Negombo Auto World,Hyundai,Santa Fe,2022,1500,Hybrid,Automatic,4266,Pickup,Blue,Male,44,Leasing,HNB Assurance,9068582.64,0.048,8635739.56,4,2022,2
4286,2023-06-21,Kandy Motors,Toyota,Corolla,2022,1800,Hybrid,Manual,100619,Sedan,Black,Male,45,Bank Loan,HNB Assurance,10720947.34,0.028,10418793.68,9,2023,6
4287,2023-01-23,Negombo Auto World,Toyota,Vitz,2022,1300,Petrol,Automatic,81054,Sedan,Blue,Male,34,Leasing,None,4193069.2,0.066,3915061.82,2,2023,1
4288,2022-03-08,Negombo Auto World,Suzuki,Wagon R,2016,1300,Petrol,Automatic,8479,Hatchback,White,Female,61,Leasing,HNB Assurance,13231509.77,0.055,12506632.9,5,2022,3
4289,2022-03-08,Colombo Auto Hub,Nissan,X-Trail,2013,1300,Diesel,Automatic,65885,Sedan,Blue,Male,54,Leasing,Sri Lanka Insurance,7937470.25,0.046,7575820.29,2,2022,3
4290,2022-08-12,Negombo Auto World,Nissan,Navara,2012,1000,Diesel,Manual,39826,Pickup,Red,Female,61,Bank Loan,Sri Lanka Insurance,10193179.44,0.009,10102983.33,5,2022,8
4291,2023-04-13,Kandy Motors,Mitsubishi,Pajero,2011,1500,Hybrid,Automatic,98716,Hatchback,White,Female,57,Leasing,Ceylinco Insurance,10212693.86,0.079,9410615.51,4,2023,4
4292,2023-05-21,Kandy Motors,Mitsubishi,Pajero,2016,1300,Hybrid,Automatic,12485,SUV,Silver,Male,62,Bank Loan,HNB Assurance,4010016.68,0.006,3985753.8,5,2023,5
4293,2022-09-27,Galle Car Traders,Hyundai,Tucson,2014,1800,Petrol,Manual,33440,SUV,Black,Female,33,Leasing,Sri Lanka Insurance,9432356.91,0.077,8708516.89,7,2022,9
4294,2022-10-17,Jaffna Vehicle Center,Suzuki,Alto,2015,2000,Hybrid,Manual,118047,Pickup,Silver,Male,49,Bank Loan,None,8992100.66,0.065,8408274.54,6,2022,10
4295,2023-06-11,Galle Car Traders,Honda,Fit,2016,1000,Diesel,Manual,104861,Hatchback,Black,Female,42,Leasing,Ceylinco Insurance,4228817.18,0.009,4191085.42,1,2023,6
4296,2022-07-24,Colombo Auto Hub,Nissan,March,2016,1800,Diesel,Automatic,18672,Sedan,Silver,Female,51,Bank Loan,Ceylinco Insurance,10969768.24,0.037,10566621.82,9,2022,7
4297,2023-01-08,Negombo Auto World,Honda,Civic,2015,1500,Petrol,Automatic,73937,Hatchback,Red,Male,60,Bank Loan,Sri Lanka Insurance,2700738.23,0.073,2504788.87,1,2023,1
4298,2022-06-01,Galle Car Traders,Suzuki,Wagon R,2018,1500,Petrol,Automatic,71977,SUV,Black,Male,46,Leasing,Sri Lanka Insurance,6842458.18,0.054,6471029.73,4,2022,6
4299,2023-04-18,Galle Car Traders,Mitsubishi,Pajero,2011,1500,Diesel,Manual,29061,SUV,Red,Male,55,Leasing,HNB Assurance,10538014.22,0.061,9899391.45,8,2023,4
4300,2022-07-23,Negombo Auto World,Suzuki,Wagon R,2022,2500,Diesel,Manual,53979,Sedan,Blue,Female,25,Leasing,None,9270903.4,0.073,8594011.58,5,2022,7
4301,2022-12-17,Jaffna Vehicle Center,Mitsubishi,Lancer,2018,2500,Petrol,Manual,20367,Sedan,Silver,Male,38,Bank Loan,Sri Lanka Insurance,4232267.94,0.057,3992640.07,8,2022,12
4302,2022-01-05,Jaffna Vehicle Center,Hyundai,Elantra,2013,1000,Electric,Manual,119104,Pickup,White,Female,41,Cash,Sri Lanka Insurance,3456745.27,0.018,3395629.2,2,2022,1
4303,2023-04-07,Jaffna Vehicle Center,Toyota,Vitz,2013,1300,Diesel,Manual,44313,Hatchback,Black,Male,47,Leasing,Sri Lanka Insurance,9157921.23,0.077,8451497.31,5,2023,4
4304,2022-03-22,Jaffna Vehicle Center,Suzuki,Alto,2017,2500,Hybrid,Automatic,98689,Sedan,Black,Female,30,Cash,None,14630323.45,0.071,13597470.39,8,2022,3
4305,2022-09-20,Colombo Auto Hub,Honda,Fit,2021,1500,Diesel,Automatic,21624,Hatchback,Silver,Female,54,Cash,HNB Assurance,2698553.95,0.019,2648355.1,6,2022,9
4306,2022-10-29,Kandy Motors,Honda,CR-V,2012,1300,Hybrid,Automatic,78099,SUV,White,Female,41,Leasing,Sri Lanka Insurance,14550482.05,0.065,13607180.15,8,2022,10
4307,2022-05-24,Jaffna Vehicle Center,Mitsubishi,Lancer,2015,2500,Petrol,Automatic,31395,Hatchback,White,Male,36,Bank Loan,None,10857685.21,0.079,9997193.56,8,2022,5
4308,2023-01-29,Jaffna Vehicle Center,Honda,Fit,2018,2000,Hybrid,Manual,57455,Hatchback,Silver,Male,57,Cash,HNB Assurance,14764748.63,0.01,14623351.6,4,2023,1
4309,2023-06-26,Kandy Motors,Toyota,Prius,2018,1500,Hybrid,Manual,93590,Pickup,Blue,Male,28,Leasing,Ceylinco Insurance,11876009.26,0.051,11273053.58,7,2023,6
4310,2022-05-04,Jaffna Vehicle Center,Honda,CR-V,2018,1300,Diesel,Automatic,49810,SUV,Blue,Male,63,Leasing,Sri Lanka Insurance,14602773.23,0.059,13734399.69,1,2022,5
4311,2022-09-19,Negombo Auto World,Toyota,Aqua,2022,1300,Petrol,Manual,39109,SUV,Blue,Male,53,Cash,None,2991571.45,0.063,2803271.27,7,2022,9
4312,2022-07-02,Colombo Auto Hub,Mitsubishi,Pajero,2012,1000,Hybrid,Manual,122144,SUV,White,Male,46,Bank Loan,Ceylinco Insurance,11088329.83,0.031,10749756.49,4,2022,7
4313,2022-04-20,Galle Car Traders,Suzuki,Swift,2010,1300,Electric,Manual,56792,Hatchback,Black,Male,26,Cash,HNB Assurance,11874208.03,0.034,11474183.03,9,2022,4
4314,2022-02-08,Colombo Auto Hub,Mitsubishi,Lancer,2011,1800,Petrol,Manual,711,Hatchback,White,Female,64,Cash,None,5344626.58,0.068,4979298.58,7,2022,2
4315,2023-05-01,Galle Car Traders,Nissan,Navara,2022,2500,Petrol,Automatic,25388,Pickup,White,Female,45,Leasing,HNB Assurance,6870903.09,0.01,6803049.38,7,2023,5
4316,2023-03-20,Jaffna Vehicle Center,Nissan,Leaf,2020,2000,Petrol,Automatic,140035,Hatchback,Black,Male,43,Cash,Sri Lanka Insurance,12808681.24,0.028,12445194.98,3,2023,3
4317,2023-05-04,Negombo Auto World,Suzuki,Alto,2019,1500,Diesel,Automatic,38778,SUV,White,Female,50,Leasing,None,13863598.48,0.074,12843777.84,5,2023,5
4318,2023-05-24,Galle Car Traders,Toyota,Prius,2021,2000,Hybrid,Manual,138966,Sedan,Silver,Male,48,Leasing,HNB Assurance,2946679.19,0.073,2732096.47,2,2023,5
4319,2023-01-13,Galle Car Traders,Nissan,X-Trail,2022,2500,Hybrid,Automatic,78044,Hatchback,Blue,Female,39,Cash,HNB Assurance,8727877.67,0.049,8301555.79,1,2023,1
4320,2023-06-27,Jaffna Vehicle Center,Mitsubishi,Pajero,2010,2500,Diesel,Automatic,89126,Hatchback,Black,Male,53,Leasing,None,3011048.18,0.035,2905262.81,9,2023,6
4321,2022-09-15,Jaffna Vehicle Center,Honda,CR-V,2010,1000,Petrol,Automatic,39979,Sedan,Red,Female,63,Leasing,HNB Assurance,12906689.81,0.036,12440182.87,2,2022,9
4322,2022-04-11,Kandy Motors,Hyundai,Elantra,2017,1300,Hybrid,Manual,127260,Pickup,Black,Male,63,Leasing,Ceylinco Insurance,14723069.16,0.04,14132779.11,8,2022,4
4323,2023-01-30,Colombo Auto Hub,Honda,CR-V,2013,1500,Diesel,Manual,49475,Sedan,Silver,Female,49,Cash,HNB Assurance,8475439.4,0.069,7893390.33,1,2023,1
4324,2022-01-15,Jaffna Vehicle Center,Mitsubishi,Pajero,2022,1800,Petrol,Manual,138223,Sedan,Blue,Male,25,Bank Loan,Ceylinco Insurance,11301919.71,0.019,11081572.78,1,2022,1
4325,2023-06-19,Negombo Auto World,Toyota,Corolla,2020,2000,Hybrid,Automatic,149009,Sedan,Silver,Female,40,Cash,HNB Assurance,10275325.86,0.005,10225792.38,8,2023,6
4326,2023-03-02,Negombo Auto World,Toyota,Prius,2010,2000,Petrol,Automatic,95368,SUV,White,Male,59,Bank Loan,Ceylinco Insurance,11278830.69,0.024,11006187.94,6,2023,3
4327,2022-06-03,Jaffna Vehicle Center,Honda,Vezel,2016,1300,Petrol,Automatic,41256,Sedan,Silver,Female,36,Cash,Ceylinco Insurance,11047753.45,0.058,10409536.86,9,2022,6
4328,2023-06-06,Colombo Auto Hub,Hyundai,Tucson,2019,2500,Electric,Manual,67860,Sedan,Blue,Female,32,Leasing,HNB Assurance,14959015.93,0.017,14707132.72,4,2023,6
4329,2022-08-13,Colombo Auto Hub,Hyundai,Tucson,2017,1000,Hybrid,Manual,76029,Pickup,Black,Male,32,Bank Loan,HNB Assurance,2550744.83,0.03,2474164.33,4,2022,8
4330,2022-05-19,Kandy Motors,Nissan,March,2014,1300,Petrol,Manual,76247,Hatchback,Red,Female,59,Leasing,Ceylinco Insurance,9303432.73,0.068,8668538.81,2,2022,5
4331,2022-10-30,Colombo Auto Hub,Hyundai,Tucson,2012,2500,Petrol,Automatic,85693,Sedan,White,Male,54,Cash,None,13423018.77,0.079,12358000.26,5,2022,10
4332,2022-01-06,Kandy Motors,Mitsubishi,Lancer,2017,2000,Diesel,Automatic,30530,Sedan,Red,Female,54,Leasing,HNB Assurance,8077313.29,0.073,7486960.73,6,2022,1
4333,2023-01-01,Colombo Auto Hub,Hyundai,Tucson,2021,1300,Petrol,Automatic,79619,Hatchback,White,Male,38,Leasing,Ceylinco Insurance,10184328.93,0.054,9639455.17,9,2023,1
4334,2023-03-25,Colombo Auto Hub,Mitsubishi,Lancer,2012,1500,Hybrid,Manual,45613,Pickup,White,Male,62,Cash,HNB Assurance,14973248.9,0.045,14305416.34,8,2023,3
4335,2022-09-15,Jaffna Vehicle Center,Suzuki,Alto,2012,2000,Diesel,Automatic,40032,Hatchback,Red,Female,42,Cash,HNB Assurance,8175528.84,0.075,7564182.49,5,2022,9
4336,2023-02-24,Negombo Auto World,Honda,Civic,2020,1800,Diesel,Automatic,114491,Hatchback,White,Female,59,Bank Loan,None,14133068.71,0.003,14089523.28,6,2023,2
4337,2022-08-26,Colombo Auto Hub,Hyundai,Santa Fe,2012,1500,Petrol,Automatic,71156,Sedan,Blue,Female,63,Leasing,None,14097308.09,0.022,13785036.81,8,2022,8
4338,2022-05-12,Jaffna Vehicle Center,Mitsubishi,Lancer,2015,1500,Diesel,Automatic,16616,SUV,Red,Male,42,Bank Loan,Ceylinco Insurance,7414631.98,0.024,7236900.69,1,2022,5
4339,2023-03-27,Kandy Motors,Hyundai,Santa Fe,2018,1300,Hybrid,Automatic,139288,Sedan,Silver,Male,58,Leasing,Ceylinco Insurance,12811338.87,0.08,11790373.59,1,2023,3
4340,2023-05-07,Galle Car Traders,Mitsubishi,Pajero,2018,2000,Electric,Manual,95029,Pickup,Black,Male,62,Bank Loan,None,4736840.08,0.072,4396712.9,5,2023,5
4341,2022-10-30,Kandy Motors,Nissan,X-Trail,2018,1000,Petrol,Manual,1903,Hatchback,White,Male,41,Bank Loan,Sri Lanka Insurance,14474680.87,0.024,14123959.3,8,2022,10
4342,2022-10-10,Galle Car Traders,Suzuki,Wagon R,2010,2500,Electric,Manual,82054,SUV,Silver,Female,62,Leasing,None,3507441.39,0.04,3366843.37,2,2022,10
4343,2022-03-29,Colombo Auto Hub,Toyota,Prius,2017,1000,Diesel,Automatic,121750,Pickup,Black,Male,44,Leasing,HNB Assurance,4006640.15,0.052,3798344.03,8,2022,3
4344,2022-04-28,Negombo Auto World,Nissan,Leaf,2014,1300,Petrol,Automatic,36011,SUV,White,Female,44,Bank Loan,Sri Lanka Insurance,3157652.76,0.0,3157383.25,1,2022,4
4345,2022-05-19,Galle Car Traders,Honda,Vezel,2015,2000,Diesel,Manual,4887,Hatchback,Black,Female,53,Cash,Ceylinco Insurance,4876037.47,0.072,4525986.57,9,2022,5
4346,2022-11-27,Jaffna Vehicle Center,Mitsubishi,Pajero,2019,2000,Petrol,Automatic,108248,Sedan,Black,Male,58,Bank Loan,HNB Assurance,14399546.62,0.002,14366598.89,8,2022,11
4347,2022-04-05,Colombo Auto Hub,Mitsubishi,Outlander,2016,2000,Petrol,Manual,135065,SUV,Black,Male,35,Cash,Sri Lanka Insurance,7940730.74,0.037,7649530.96,1,2022,4
4348,2022-04-17,Galle Car Traders,Nissan,Navara,2021,2000,Petrol,Automatic,75455,SUV,Silver,Male,63,Leasing,Ceylinco Insurance,6024564.88,0.003,6005795.25,6,2022,4
4349,2023-01-05,Galle Car Traders,Mitsubishi,Pajero,2016,1800,Petrol,Manual,53353,Sedan,Red,Male,48,Leasing,Ceylinco Insurance,11813436.57,0.024,11527231.05,6,2023,1
4350,2022-07-23,Galle Car Traders,Hyundai,Santa Fe,2019,2000,Electric,Manual,134701,Pickup,Red,Female,47,Bank Loan,Sri Lanka Insurance,11424282.55,0.034,11039922.61,7,2022,7
4351,2022-10-19,Negombo Auto World,Mitsubishi,Outlander,2019,2500,Diesel,Manual,30903,Sedan,Blue,Male,56,Bank Loan,None,14369440.41,0.038,13823219.91,2,2022,10
4352,2023-05-20,Kandy Motors,Toyota,Hilux,2013,2500,Electric,Manual,79049,Hatchback,White,Female,56,Leasing,Ceylinco Insurance,3037018.97,0.041,2911792.86,7,2023,5
4353,2022-06-13,Jaffna Vehicle Center,Hyundai,Santa Fe,2019,1800,Diesel,Manual,56947,Sedan,White,Male,37,Bank Loan,None,4058486.21,0.036,3910907.59,6,2022,6
4354,2022-04-09,Kandy Motors,Hyundai,Tucson,2019,1500,Electric,Manual,37062,SUV,White,Male,51,Bank Loan,Sri Lanka Insurance,5058572.46,0.072,4695004.59,2,2022,4
4355,2023-05-08,Kandy Motors,Honda,CR-V,2022,2500,Electric,Manual,33169,Sedan,White,Female,50,Cash,HNB Assurance,4245559.91,0.029,4123555.07,1,2023,5
4356,2022-04-15,Kandy Motors,Nissan,X-Trail,2019,1500,Electric,Automatic,65214,Hatchback,Black,Female,45,Leasing,None,13078409.22,0.075,12093492.96,7,2022,4
4357,2022-09-20,Kandy Motors,Suzuki,Wagon R,2021,1300,Electric,Manual,46409,Sedan,Black,Male,53,Leasing,Ceylinco Insurance,4432320.57,0.059,4171690.03,5,2022,9
4358,2022-02-23,Kandy Motors,Honda,Fit,2019,1500,Electric,Manual,88368,Pickup,Blue,Male,40,Leasing,HNB Assurance,13272923.89,0.036,12793610.43,3,2022,2
4359,2022-11-21,Colombo Auto Hub,Nissan,X-Trail,2012,2500,Petrol,Automatic,130951,Sedan,Black,Male,43,Leasing,HNB Assurance,13439393.75,0.014,13247655.59,3,2022,11
4360,2022-01-28,Kandy Motors,Toyota,Corolla,2012,1300,Diesel,Manual,47404,SUV,Red,Female,38,Bank Loan,Ceylinco Insurance,7288817.37,0.032,7057375.91,3,2022,1
4361,2023-01-25,Jaffna Vehicle Center,Suzuki,Alto,2011,1000,Petrol,Manual,30400,Sedan,Silver,Male,61,Cash,Ceylinco Insurance,8121437.29,0.049,7724320.73,7,2023,1
4362,2023-01-27,Kandy Motors,Suzuki,Alto,2015,1500,Hybrid,Manual,126236,Sedan,Red,Male,33,Cash,Ceylinco Insurance,11755319.46,0.026,11451181.93,7,2023,1
4363,2022-09-11,Jaffna Vehicle Center,Toyota,Hilux,2019,1000,Diesel,Manual,55341,Hatchback,Silver,Female,42,Leasing,HNB Assurance,8749387.09,0.079,8056249.11,3,2022,9
4364,2023-04-13,Jaffna Vehicle Center,Toyota,Prius,2013,1500,Diesel,Automatic,138365,SUV,Silver,Female,28,Bank Loan,Ceylinco Insurance,2810700.08,0.02,2755777.53,1,2023,4
4365,2023-03-25,Jaffna Vehicle Center,Honda,Fit,2011,1800,Diesel,Manual,60555,SUV,Red,Female,43,Leasing,None,5755696.05,0.077,5312137.79,9,2023,3
4366,2022-06-02,Jaffna Vehicle Center,Toyota,Prius,2014,1000,Diesel,Manual,15567,Hatchback,Red,Male,27,Bank Loan,HNB Assurance,12487458.71,0.009,12369756.92,5,2022,6
4367,2022-07-27,Galle Car Traders,Toyota,Prius,2021,2000,Petrol,Automatic,76498,SUV,Blue,Male,59,Leasing,Sri Lanka Insurance,2860601.16,0.046,2730081.98,6,2022,7
4368,2022-09-23,Kandy Motors,Nissan,March,2017,1500,Hybrid,Manual,3843,Sedan,White,Female,58,Cash,HNB Assurance,13744349.67,0.003,13700933.23,9,2022,9
4369,2023-06-19,Negombo Auto World,Mitsubishi,Outlander,2010,1800,Diesel,Automatic,77153,SUV,Blue,Male,35,Bank Loan,None,5403517.18,0.066,5044580.29,5,2023,6
4370,2023-03-19,Galle Car Traders,Toyota,Vitz,2013,2500,Petrol,Manual,103159,Hatchback,Black,Male,28,Cash,None,11319105.58,0.011,11193864.68,6,2023,3
4371,2023-03-07,Negombo Auto World,Hyundai,Santa Fe,2017,1500,Hybrid,Manual,91417,SUV,Silver,Female,40,Bank Loan,Sri Lanka Insurance,14290363.51,0.022,13978480.85,3,2023,3
4372,2023-02-18,Kandy Motors,Hyundai,Tucson,2019,1300,Electric,Manual,4721,Sedan,Silver,Male,48,Cash,None,3188426.98,0.043,3050715.23,5,2023,2
4373,2022-10-23,Colombo Auto Hub,Honda,Fit,2019,1800,Diesel,Automatic,439,Sedan,Black,Female,49,Bank Loan,None,6394415.0,0.065,5975655.89,1,2022,10
4374,2023-05-16,Galle Car Traders,Hyundai,Elantra,2010,1800,Diesel,Manual,109619,Hatchback,Black,Female,46,Cash,Sri Lanka Insurance,3484510.81,0.003,3472741.77,2,2023,5
4375,2022-07-09,Kandy Motors,Nissan,Leaf,2015,1000,Diesel,Automatic,65626,Hatchback,Black,Female,57,Cash,HNB Assurance,12683163.8,0.045,12111110.0,9,2022,7
4376,2023-05-19,Kandy Motors,Suzuki,Alto,2018,1000,Petrol,Automatic,125822,Sedan,Red,Female,50,Cash,HNB Assurance,10355042.97,0.075,9580891.56,7,2023,5
4377,2022-04-06,Galle Car Traders,Nissan,X-Trail,2018,1300,Petrol,Automatic,132768,Sedan,Blue,Female,52,Bank Loan,Ceylinco Insurance,14728897.91,0.041,14118183.5,9,2022,4
4378,2022-11-06,Colombo Auto Hub,Suzuki,Swift,2019,2000,Diesel,Manual,6737,Pickup,Black,Male,33,Leasing,None,9227337.45,0.001,9214302.7,1,2022,11
4379,2022-03-09,Kandy Motors,Suzuki,Wagon R,2010,1300,Electric,Automatic,380,Pickup,Red,Female,56,Bank Loan,Sri Lanka Insurance,14350245.21,0.012,14184985.4,7,2022,3
4380,2023-03-02,Galle Car Traders,Mitsubishi,Lancer,2010,1000,Hybrid,Automatic,121790,Sedan,Black,Male,55,Bank Loan,Sri Lanka Insurance,11504300.11,0.052,10906490.07,6,2023,3
4381,2022-09-18,Kandy Motors,Honda,CR-V,2013,1300,Diesel,Manual,134107,Pickup,White,Male,26,Leasing,Ceylinco Insurance,3604445.37,0.011,3564265.93,4,2022,9
4382,2023-02-03,Kandy Motors,Honda,Vezel,2017,2500,Diesel,Automatic,15824,Pickup,Black,Male,46,Bank Loan,Ceylinco Insurance,10398224.75,0.056,9818630.37,6,2023,2
4383,2022-12-17,Jaffna Vehicle Center,Suzuki,Wagon R,2012,2500,Electric,Manual,83847,Pickup,Red,Female,47,Bank Loan,None,3629909.11,0.047,3460673.62,2,2022,12
4384,2022-04-28,Colombo Auto Hub,Hyundai,Elantra,2016,1500,Petrol,Manual,63014,SUV,Blue,Male,38,Bank Loan,None,14812381.84,0.036,14278307.94,7,2022,4
4385,2022-04-20,Kandy Motors,Nissan,Navara,2020,1000,Electric,Manual,70506,SUV,Red,Female,28,Cash,Ceylinco Insurance,5143763.62,0.054,4867225.28,8,2022,4
4386,2022-09-12,Colombo Auto Hub,Suzuki,Alto,2010,2500,Petrol,Automatic,75117,SUV,White,Male,29,Cash,None,2899922.0,0.025,2828311.7,9,2022,9
4387,2022-06-03,Negombo Auto World,Honda,CR-V,2015,1500,Hybrid,Manual,132861,Pickup,Black,Female,53,Cash,None,3698265.15,0.075,3420866.55,7,2022,6
4388,2022-02-23,Negombo Auto World,Suzuki,Alto,2019,1000,Electric,Automatic,81513,Sedan,White,Male,58,Bank Loan,Ceylinco Insurance,7742524.77,0.021,7577062.8,7,2022,2
4389,2023-05-20,Kandy Motors,Suzuki,Swift,2013,1800,Petrol,Automatic,6550,Hatchback,Silver,Male,53,Bank Loan,HNB Assurance,11463333.31,0.016,11274857.07,1,2023,5
4390,2023-06-10,Galle Car Traders,Mitsubishi,Outlander,2013,2000,Electric,Automatic,62286,Sedan,Black,Male,54,Cash,HNB Assurance,8720727.72,0.01,8633236.9,4,2023,6
4391,2022-07-25,Negombo Auto World,Honda,Fit,2011,1500,Electric,Automatic,19375,Hatchback,Blue,Male,46,Cash,HNB Assurance,14598389.12,0.022,14278184.76,8,2022,7
4392,2022-08-17,Galle Car Traders,Nissan,Leaf,2014,1500,Diesel,Automatic,124307,SUV,White,Female,49,Cash,Sri Lanka Insurance,14893118.62,0.008,14777796.42,8,2022,8
4393,2023-04-02,Kandy Motors,Nissan,X-Trail,2017,2500,Hybrid,Manual,98410,SUV,Red,Female,62,Cash,Sri Lanka Insurance,11015333.74,0.033,10647894.73,1,2023,4
4394,2022-01-06,Jaffna Vehicle Center,Honda,Civic,2019,1300,Electric,Automatic,74390,SUV,Blue,Female,61,Cash,HNB Assurance,8259951.72,0.072,7668326.89,3,2022,1
4395,2023-04-27,Jaffna Vehicle Center,Honda,Fit,2016,2000,Diesel,Manual,142100,Sedan,Silver,Male,64,Leasing,HNB Assurance,7349460.38,0.049,6989872.75,7,2023,4
4396,2023-02-13,Colombo Auto Hub,Toyota,Prius,2022,1500,Hybrid,Manual,83356,Hatchback,Red,Female,40,Leasing,HNB Assurance,11447617.89,0.024,11175343.79,1,2023,2
4397,2022-01-25,Negombo Auto World,Mitsubishi,Pajero,2015,2000,Hybrid,Manual,41658,Hatchback,White,Female,59,Bank Loan,None,4371618.91,0.016,4302202.43,2,2022,1
4398,2022-02-11,Galle Car Traders,Hyundai,Tucson,2016,1800,Diesel,Manual,111516,Pickup,Black,Male,29,Bank Loan,None,11219727.65,0.026,10922511.34,5,2022,2
4399,2022-04-17,Galle Car Traders,Toyota,Prius,2021,2500,Petrol,Manual,111593,Sedan,Red,Female,53,Bank Loan,Sri Lanka Insurance,9926342.77,0.064,9288507.93,7,2022,4
4400,2022-04-18,Jaffna Vehicle Center,Hyundai,Elantra,2018,2000,Electric,Automatic,135874,Hatchback,Black,Male,41,Cash,HNB Assurance,11385187.8,0.035,10992094.89,9,2022,4
4401,2022-05-12,Colombo Auto Hub,Toyota,Vitz,2013,1800,Electric,Automatic,140361,Sedan,Blue,Female,26,Bank Loan,None,11884953.99,0.042,11389674.42,4,2022,5
4402,2023-03-18,Jaffna Vehicle Center,Hyundai,Santa Fe,2014,2500,Petrol,Automatic,26110,Sedan,Silver,Female,43,Leasing,Sri Lanka Insurance,7955544.28,0.023,7776459.27,8,2023,3
4403,2022-02-11,Negombo Auto World,Hyundai,Santa Fe,2020,1300,Diesel,Manual,143254,SUV,Red,Male,25,Leasing,Ceylinco Insurance,7312224.11,0.018,7183157.42,7,2022,2
4404,2022-01-03,Colombo Auto Hub,Hyundai,Tucson,2022,1500,Electric,Manual,33827,Hatchback,White,Male,42,Bank Loan,Ceylinco Insurance,6118266.92,0.019,6001095.23,6,2022,1
4405,2023-05-28,Colombo Auto Hub,Toyota,Aqua,2011,1500,Electric,Automatic,31395,Pickup,Blue,Male,54,Leasing,Ceylinco Insurance,10999215.68,0.048,10469950.54,4,2023,5
4406,2022-12-27,Galle Car Traders,Hyundai,Santa Fe,2016,2500,Hybrid,Automatic,26267,Pickup,Red,Female,29,Cash,Ceylinco Insurance,13446477.46,0.047,12812808.24,2,2022,12
4407,2023-01-05,Jaffna Vehicle Center,Nissan,Leaf,2019,2500,Petrol,Manual,38411,Pickup,Blue,Female,45,Bank Loan,Sri Lanka Insurance,13515283.63,0.01,13380206.72,3,2023,1
4408,2022-02-15,Kandy Motors,Nissan,X-Trail,2022,1500,Electric,Automatic,41524,SUV,Red,Female,39,Leasing,HNB Assurance,13950999.85,0.036,13452056.15,9,2022,2
4409,2023-03-03,Galle Car Traders,Honda,CR-V,2018,1500,Hybrid,Automatic,82596,SUV,Red,Female,43,Bank Loan,HNB Assurance,2823188.28,0.064,2641722.78,7,2023,3
4410,2023-06-19,Kandy Motors,Mitsubishi,Lancer,2016,1300,Diesel,Automatic,38462,Sedan,White,Male,34,Bank Loan,Ceylinco Insurance,3906260.62,0.064,3656238.03,3,2023,6
4411,2022-12-17,Jaffna Vehicle Center,Suzuki,Swift,2013,1800,Petrol,Manual,8725,Pickup,White,Female,58,Leasing,Ceylinco Insurance,2576904.02,0.028,2505578.21,4,2022,12
4412,2022-01-16,Colombo Auto Hub,Toyota,Aqua,2017,2000,Petrol,Automatic,20248,SUV,Blue,Female,28,Cash,Ceylinco Insurance,5789954.37,0.022,5664002.62,7,2022,1
4413,2023-04-28,Galle Car Traders,Mitsubishi,Pajero,2018,1300,Diesel,Manual,24303,Pickup,Red,Male,32,Cash,Sri Lanka Insurance,7173045.77,0.018,7046940.64,6,2023,4
4414,2022-10-03,Negombo Auto World,Nissan,March,2010,2500,Electric,Automatic,131041,Hatchback,Blue,Female,52,Cash,None,11522217.92,0.051,10931765.96,7,2022,10
4415,2022-03-16,Negombo Auto World,Honda,Vezel,2021,2000,Petrol,Automatic,32171,Pickup,White,Male,41,Cash,Sri Lanka Insurance,4999656.94,0.058,4709054.44,7,2022,3
4416,2022-03-26,Negombo Auto World,Suzuki,Swift,2016,2000,Diesel,Manual,21840,SUV,Blue,Male,30,Bank Loan,HNB Assurance,12932986.3,0.003,12898961.23,4,2022,3
4417,2023-03-19,Colombo Auto Hub,Honda,Civic,2018,2500,Petrol,Manual,127867,Hatchback,Blue,Female,30,Leasing,Sri Lanka Insurance,8004453.42,0.057,7549329.24,3,2023,3
4418,2023-06-21,Kandy Motors,Hyundai,Tucson,2011,1500,Electric,Manual,2358,Pickup,White,Male,45,Bank Loan,Ceylinco Insurance,2957049.31,0.03,2868276.79,4,2023,6
4419,2022-10-06,Kandy Motors,Hyundai,Tucson,2014,2500,Electric,Manual,17641,Sedan,Red,Male,51,Bank Loan,Ceylinco Insurance,12156067.7,0.065,11366239.33,2,2022,10
4420,2022-05-03,Kandy Motors,Honda,CR-V,2018,2500,Electric,Automatic,112754,Hatchback,White,Male,35,Cash,Sri Lanka Insurance,4343701.6,0.071,4036249.27,3,2022,5
4421,2023-06-23,Jaffna Vehicle Center,Hyundai,Tucson,2013,1500,Diesel,Automatic,94365,Sedan,Silver,Male,57,Bank Loan,HNB Assurance,10154437.29,0.024,9908310.17,5,2023,6
4422,2023-04-09,Negombo Auto World,Suzuki,Wagon R,2019,1800,Electric,Manual,30487,Pickup,Blue,Female,50,Leasing,HNB Assurance,2597516.31,0.073,2408911.18,5,2023,4
4423,2023-02-22,Galle Car Traders,Suzuki,Swift,2020,1300,Electric,Manual,19090,SUV,Red,Male,41,Cash,None,12822950.79,0.053,12144428.63,1,2023,2
4424,2023-02-21,Galle Car Traders,Toyota,Vitz,2010,1800,Hybrid,Manual,67882,SUV,White,Male,57,Cash,Sri Lanka Insurance,12585662.17,0.061,11812453.95,8,2023,2
